ValueMeaning	LabelValueMeaning	DataElementConcept	dataelementconcept_lower
ATC:L01BC03	Tegafur	Drug_Code	drug_code
ATC:L01BC04	Carmofur	Drug_Code	drug_code
ATC:L01BC05	Gemcitabine	Drug_Code	drug_code
ATC:L01BC06	Capecitabine	Drug_Code	drug_code
ATC:L01BC07	Azacitidine	Drug_Code	drug_code
ATC:L01BC08	Decitabine	Drug_Code	drug_code
ATC:L01BC52	Fluorouracil,combinations	Drug_Code	drug_code
ATC:L01BC53	Tegafur,combinations	Drug_Code	drug_code
ATC:L01BC59	Trifluridine,combinations	Drug_Code	drug_code
ATC:L01C	Plant alkaloids and other natural products	Drug_Code	drug_code
ATC:L01CA	Vincaalkaloidsandanalogues	Drug_Code	drug_code
ATC:L01CA01	Vinblastine	Drug_Code	drug_code
ATC:L01CA02	Vincristine	Drug_Code	drug_code
ATC:L01CA03	Vindesine	Drug_Code	drug_code
ATC:L01CA04	Vinorelbine	Drug_Code	drug_code
ATC:L01CA05	Vinflunine	Drug_Code	drug_code
ATC:L01CA06	Vintafolide	Drug_Code	drug_code
ATC:L01CB	Podophyllotoxinderivatives	Drug_Code	drug_code
ATC:L01CB01	Etoposide	Drug_Code	drug_code
ATC:L01CB02	Teniposide	Drug_Code	drug_code
ATC:L01CC	Colchicinederivatives	Drug_Code	drug_code
ATC:L01CC01	Demecolcine	Drug_Code	drug_code
ATC:L01CD	Taxanes	Drug_Code	drug_code
ATC:L01CD01	Paclitaxel	Drug_Code	drug_code
ATC:L01CD02	Docetaxel	Drug_Code	drug_code
ATC:L01CD03	Paclitaxelpoliglumex	Drug_Code	drug_code
ATC:L01CD04	Cabazitaxel	Drug_Code	drug_code
ATC:L01CX	Otherplantalkaloidsandnaturalproducts	Drug_Code	drug_code
ATC:L01CX01	Trabectedin	Drug_Code	drug_code
ATC:L01D	Cytotoxic antibiotics and related substances	Drug_Code	drug_code
ATC:L01DA	Actinomycin	Drug_Code	drug_code
ATC:L01DA01	Dactinomycin	Drug_Code	drug_code
ATC:L01DB	Anthracyclinesandrelatedsubstances	Drug_Code	drug_code
ATC:L01DB01	Doxorubicin	Drug_Code	drug_code
ATC:L01DB02	Daunorubicin	Drug_Code	drug_code
ATC:L01DB03	Epirubicin	Drug_Code	drug_code
ATC:L01DB04	Aclarubicin	Drug_Code	drug_code
ATC:L01DB05	Zorubicin	Drug_Code	drug_code
ATC:L01DB06	Idarubicin	Drug_Code	drug_code
ATC:L01DB07	Mitoxantrone	Drug_Code	drug_code
ATC:L01DB08	Pirarubicin	Drug_Code	drug_code
ATC:L01DB09	Valrubicin	Drug_Code	drug_code
ATC:L01DB10	Amrubicin	Drug_Code	drug_code
ATC:L01DB11	Pixantrone	Drug_Code	drug_code
ATC:L01DC	Othercytotoxicantibiotics	Drug_Code	drug_code
ATC:L01DC01	Bleomycin	Drug_Code	drug_code
ATC:L01DC02	Plicamycin	Drug_Code	drug_code
ATC:L01DC03	Mitomycin	Drug_Code	drug_code
ATC:L01DC04	Ixabepilone	Drug_Code	drug_code
ATC:L01X	Other antineoplastic agents	Drug_Code	drug_code
ATC:L01XA	Platinumcompounds	Drug_Code	drug_code
ATC:L01XA01	Cisplatin	Drug_Code	drug_code
ATC:L01XA02	Carboplatin	Drug_Code	drug_code
ATC:L01XA03	Oxaliplatin	Drug_Code	drug_code
ATC:L01XA04	Satraplatin	Drug_Code	drug_code
ATC:L01XA05	Polyplatillen	Drug_Code	drug_code
ATC:L01XB	Methylhydrazines	Drug_Code	drug_code
ATC:L01XB01	Procarbazine	Drug_Code	drug_code
ATC:L01XC	Monoclonalantibodies	Drug_Code	drug_code
ATC:L01XC01	Edrecolomab	Drug_Code	drug_code
ATC:L01XC02	Rituximab	Drug_Code	drug_code
ATC:L01XC03	Trastuzumab	Drug_Code	drug_code
ATC:L01XC05	Gemtuzumab	Drug_Code	drug_code
ATC:L01XC06	Cetuximab	Drug_Code	drug_code
ATC:L01XC07	Bevacizumab	Drug_Code	drug_code
ATC:L01XC08	Panitumumab	Drug_Code	drug_code
ATC:L01XC09	Catumaxomab	Drug_Code	drug_code
ATC:L01XC10	Ofatumumab	Drug_Code	drug_code
ATC:L01XC11	Ipilimumab	Drug_Code	drug_code
ATC:L01XC12	Brentuximabvedotin	Drug_Code	drug_code
ATC:L01XC13	Pertuzumab	Drug_Code	drug_code
ATC:L01XC14	Trastuzumabemtansine	Drug_Code	drug_code
ATC:L01XC15	Obinutuzumab	Drug_Code	drug_code
ATC:L01XC16	Dinutuximab	Drug_Code	drug_code
ATC:L01XC17	Nivolumab	Drug_Code	drug_code
ATC:L01XC18	Pembrolizumab	Drug_Code	drug_code
ATC:L01XC19	Blinatumomab	Drug_Code	drug_code
ATC:L01XC21	Ramucirumab	Drug_Code	drug_code
ATC:L01XC22	Necitumumab	Drug_Code	drug_code
ATC:L01XC23	Elotuzumab	Drug_Code	drug_code
ATC:L01XC24	Daratumumab	Drug_Code	drug_code
ATC:L01XC25	Mogamulizumab	Drug_Code	drug_code
ATC:L01XC26	Inotuzumabozogamicin	Drug_Code	drug_code
ATC:L01XD	Sensitizersusedinphotodynamic/radiationtherapy	Drug_Code	drug_code
ATC:L01XD01	Porfimersodium	Drug_Code	drug_code
ATC:L01XD03	Methylaminolevulinate	Drug_Code	drug_code
ATC:L01XD04	Aminolevulinicacid	Drug_Code	drug_code
ATC:L01XD05	Temoporfin	Drug_Code	drug_code
ATC:L01XD06	Efaproxiral	Drug_Code	drug_code
ATC:L01XE	Proteinkinaseinhibitors	Drug_Code	drug_code
ATC:L01XE01	Imatinib	Drug_Code	drug_code
ATC:L01XE02	Gefitinib	Drug_Code	drug_code
ATC:L01XE03	Erlotinib	Drug_Code	drug_code
ATC:L01XE04	Sunitinib	Drug_Code	drug_code
ATC:L01XE05	Sorafenib	Drug_Code	drug_code
ATC:L01XE06	Dasatinib	Drug_Code	drug_code
ATC:L01XE07	Lapatinib	Drug_Code	drug_code
ATC:L01XE08	Nilotinib	Drug_Code	drug_code
ATC:L01XE09	Temsirolimus	Drug_Code	drug_code
ATC:L01XE10	Everolimus	Drug_Code	drug_code
ATC:L01XE11	Pazopanib	Drug_Code	drug_code
ATC:L01XE12	Vandetanib	Drug_Code	drug_code
ATC:L01XE13	Afatinib	Drug_Code	drug_code
ATC:L01XE14	Bosutinib	Drug_Code	drug_code
ATC:L01XE15	Vemurafenib	Drug_Code	drug_code
ATC:L01XE16	Crizotinib	Drug_Code	drug_code
ATC:L01XE17	Axitinib	Drug_Code	drug_code
ATC:L01XE18	Ruxolitinib	Drug_Code	drug_code
ATC:L01XE19	Ridaforolimus	Drug_Code	drug_code
ATC:L01XE21	Regorafenib	Drug_Code	drug_code
ATC:L01XE22	Masitinib	Drug_Code	drug_code
ATC:L01XE23	Dabrafenib	Drug_Code	drug_code
ATC:L01XE24	Ponatinib	Drug_Code	drug_code
ATC:L01XE25	Trametinib	Drug_Code	drug_code
ATC:L01XE26	Cabozantinib	Drug_Code	drug_code
ATC:L01XE27	Ibrutinib	Drug_Code	drug_code
ATC:L01XE28	Ceritinib	Drug_Code	drug_code
ATC:L01XE29	Lenvatinib	Drug_Code	drug_code
ATC:L01XE31	Nintedanib	Drug_Code	drug_code
ATC:L01XE32	Cediranib	Drug_Code	drug_code
ATC:L01XE33	Palbociclib	Drug_Code	drug_code
ATC:L01XE34	Tivozanib	Drug_Code	drug_code
ATC:L01XE35	Osimertinib	Drug_Code	drug_code
ATC:L01XE36	Alectinib	Drug_Code	drug_code
ATC:L01XE37	Rociletinib	Drug_Code	drug_code
ATC:L01XE38	Cobimetinib	Drug_Code	drug_code
ATC:L01XX	Otherantineoplasticagents	Drug_Code	drug_code
ATC:L01XX01	Amsacrine	Drug_Code	drug_code
ATC:L01XX02	Asparaginase	Drug_Code	drug_code
ATC:L01XX03	Altretamine	Drug_Code	drug_code
ATC:L01XX05	Hydroxycarbamide	Drug_Code	drug_code
ATC:L01XX07	Lonidamine	Drug_Code	drug_code
ATC:L01XX08	Pentostatin	Drug_Code	drug_code
ATC:L01XX09	Miltefosine	Drug_Code	drug_code
ATC:L01XX10	Masoprocol	Drug_Code	drug_code
ATC:L01XX11	Estramustine	Drug_Code	drug_code
ATC:L01XX14	Tretinoin	Drug_Code	drug_code
ATC:L01XX16	Mitoguazone	Drug_Code	drug_code
ATC:L01XX17	Topotecan	Drug_Code	drug_code
ATC:L01XX18	Tiazofurine	Drug_Code	drug_code
ATC:L01XX19	Irinotecan	Drug_Code	drug_code
ATC:L01XX22	Alitretinoin	Drug_Code	drug_code
ATC:L01XX23	Mitotane	Drug_Code	drug_code
ATC:L01XX24	Pegaspargase	Drug_Code	drug_code
ATC:L01XX25	Bexarotene	Drug_Code	drug_code
ATC:L01XX27	Arsenictrioxide	Drug_Code	drug_code
ATC:L01XX29	Denileukindiftitox	Drug_Code	drug_code
ATC:L01XX32	Bortezomib	Drug_Code	drug_code
ATC:L01XX33	Celecoxib	Drug_Code	drug_code
ATC:L01XX35	Anagrelide	Drug_Code	drug_code
ATC:L01XX36	Oblimersen	Drug_Code	drug_code
ATC:L01XX37	Sitimageneceradenovec	Drug_Code	drug_code
ATC:L01XX38	Vorinostat	Drug_Code	drug_code
ATC:L01XX39	Romidepsin	Drug_Code	drug_code
ATC:L01XX40	Omacetaxinemepesuccinate	Drug_Code	drug_code
ATC:L01XX41	Eribulin	Drug_Code	drug_code
ATC:L01XX42	Panobinostat	Drug_Code	drug_code
ATC:L01XX43	Vismodegib	Drug_Code	drug_code
ATC:L01XX44	Aflibercept	Drug_Code	drug_code
ATC:L01XX45	Carfilzomib	Drug_Code	drug_code
ATC:L01XX46	Olaparib	Drug_Code	drug_code
ATC:L01XX47	Idelalisib	Drug_Code	drug_code
ATC:L01XX48	Sonidegib	Drug_Code	drug_code
ATC:L01XX49	Belinostat	Drug_Code	drug_code
ATC:L01XX50	Ixazomib	Drug_Code	drug_code
ATC:L01XX51	Talimogenelaherparepvec	Drug_Code	drug_code
ATC:L02	Endocrine therapy	Drug_Code	drug_code
ATC:L02A	Hormones and related agents	Drug_Code	drug_code
ATC:L02AA	Estrogens	Drug_Code	drug_code
ATC:L02AA01	Diethylstilbestrol	Drug_Code	drug_code
ATC:L02AA02	Polyestradiolphosphate	Drug_Code	drug_code
ATC:L02AA03	Ethinylestradiol	Drug_Code	drug_code
ATC:L02AA04	Fosfestrol	Drug_Code	drug_code
ATC:L02AB	Progestogens	Drug_Code	drug_code
ATC:L02AB01	Megestrol	Drug_Code	drug_code
ATC:L02AB02	Medroxyprogesterone	Drug_Code	drug_code
ATC:L02AB03	Gestonorone	Drug_Code	drug_code
ATC:L02AE	Gonadotropin-releasinghormoneanalogues	Drug_Code	drug_code
ATC:L02AE01	Buserelin	Drug_Code	drug_code
ATC:L02AE02	Leuprorelin	Drug_Code	drug_code
ATC:L02AE03	Goserelin	Drug_Code	drug_code
ATC:L02AE04	Triptorelin	Drug_Code	drug_code
ATC:L02AE05	Histrelin	Drug_Code	drug_code
ATC:L02B	Hormone antagonists and related agents	Drug_Code	drug_code
ATC:L02BA	Anti-estrogens	Drug_Code	drug_code
ATC:L02BA01	Tamoxifen	Drug_Code	drug_code
ATC:L02BA02	Toremifene	Drug_Code	drug_code
ATC:L02BA03	Fulvestrant	Drug_Code	drug_code
ATC:L02BB	Anti-androgens	Drug_Code	drug_code
ATC:L02BB01	Flutamide	Drug_Code	drug_code
ATC:L02BB02	Nilutamide	Drug_Code	drug_code
ATC:L02BB03	Bicalutamide	Drug_Code	drug_code
ATC:L02BB04	Enzalutamide	Drug_Code	drug_code
ATC:L02BG	Aromataseinhibitors	Drug_Code	drug_code
ATC:L02BG01	Aminogluthetimide	Drug_Code	drug_code
ATC:L02BG02	Formestane	Drug_Code	drug_code
ATC:L02BG03	Anastrozole	Drug_Code	drug_code
ATC:L02BG04	Letrozole	Drug_Code	drug_code
ATC:L02BG05	Vorozole	Drug_Code	drug_code
ATC:L02BG06	Exemestane	Drug_Code	drug_code
ATC:L02BX	Otherhormoneantagonistsandrelatedagents	Drug_Code	drug_code
ATC:L02BX01	Abarelix	Drug_Code	drug_code
ATC:L02BX02	Degarelix	Drug_Code	drug_code
ATC:L02BX03	Abiraterone	Drug_Code	drug_code
ATC:L03A	Immunostimulants drugs	Drug_Code	drug_code
ATC:L03AA	Colony stimulating factors	Drug_Code	drug_code
ATC:L03AA02	Filgrastim	Drug_Code	drug_code
ATC:L03AA03	Molgramostim	Drug_Code	drug_code
ATC:L03AA09	Sargramostim	Drug_Code	drug_code
ATC:L03AA10	Lenograstim	Drug_Code	drug_code
ATC:L03AA12	Ancestim	Drug_Code	drug_code
ATC:L03AA13	Pegfilgrastim	Drug_Code	drug_code
ATC:L03AA14	Lipegfilgrastim	Drug_Code	drug_code
ATC:L03AA15	Balugrastim	Drug_Code	drug_code
ATC:L03AA16	Empegfilgrastim	Drug_Code	drug_code
ATC:L03AB	Interferons	Drug_Code	drug_code
ATC:L03AB01	Interferonalfanatural	Drug_Code	drug_code
ATC:L03AB02	Interferonbetanatural	Drug_Code	drug_code
ATC:L03AB03	Interferongamma	Drug_Code	drug_code
ATC:L03AB04	Interferonalfa-2a	Drug_Code	drug_code
ATC:L03AB05	Interferonalfa-2b	Drug_Code	drug_code
ATC:L03AB06	Interferonalfa-n1	Drug_Code	drug_code
ATC:L03AB07	Interferonbeta-1a	Drug_Code	drug_code
ATC:L03AB08	Interferonbeta-1b	Drug_Code	drug_code
ATC:L03AB09	Interferonalfacon-1	Drug_Code	drug_code
ATC:L03AB10	Peginterferonalfa-2b	Drug_Code	drug_code
ATC:L03AB11	Peginterferonalfa-2a	Drug_Code	drug_code
ATC:L03AB12	Albinterferonalfa-2b	Drug_Code	drug_code
ATC:L03AB13	Peginterferonbeta-1a	Drug_Code	drug_code
ATC:L03AB14	Cepeginterferonalfa-2b	Drug_Code	drug_code
ATC:L03AB60	Peginterferonalfa-2b,combinations	Drug_Code	drug_code
ATC:L03AB61	Peginterferonalfa-2a,combinations	Drug_Code	drug_code
ATC:L03AC	Interleukins	Drug_Code	drug_code
ATC:L03AC01	Aldesleukin	Drug_Code	drug_code
ATC:L03AC02	Oprelvekin	Drug_Code	drug_code
ATC:L03AX	Other immunostimulants	Drug_Code	drug_code
ATC:L03AX01	Lentinan	Drug_Code	drug_code
ATC:L03AX02	Roquinimex	Drug_Code	drug_code
ATC:L03AX03	BCGvaccine	Drug_Code	drug_code
ATC:L03AX04	Pegademase	Drug_Code	drug_code
ATC:L03AX05	Pidotimod	Drug_Code	drug_code
ATC:L03AX07	PolyI	Drug_Code	drug_code
ATC:L03AX08	PolyICLC	Drug_Code	drug_code
ATC:L03AX09	Thymopentin	Drug_Code	drug_code
ATC:L03AX10	Immunocyanin	Drug_Code	drug_code
ATC:L03AX11	Tasonermin	Drug_Code	drug_code
ATC:L03AX12	Melanomavaccine	Drug_Code	drug_code
ATC:L03AX13	Glatirameracetate	Drug_Code	drug_code
ATC:L03AX14	Histaminedihydrochloride	Drug_Code	drug_code
ATC:L03AX15	Mifamurtide	Drug_Code	drug_code
ATC:L03AX16	Plerixafor	Drug_Code	drug_code
ATC:L03AX17	Sipuleucel-T	Drug_Code	drug_code
ATC:L03AX18	Cridanimod	Drug_Code	drug_code
ATC:L03AX19	Dasiprotimut-T	Drug_Code	drug_code
ATC:L04A	Immunosuppressants drugs	Drug_Code	drug_code
ATC:L04AA	Selective immunosuppressants	Drug_Code	drug_code
ATC:L04AA02	Muromonab-CD3	Drug_Code	drug_code
ATC:L04AA03	Antilymphocyteimmunoglobulin(horse)	Drug_Code	drug_code
ATC:L04AA04	Antithymocyteimmunoglobulin(rabbit)	Drug_Code	drug_code
ATC:L04AA06	Mycophenolicacid	Drug_Code	drug_code
ATC:L04AA10	Sirolimus	Drug_Code	drug_code
ATC:L04AA13	Leflunomide	Drug_Code	drug_code
ATC:L04AA15	Alefacept	Drug_Code	drug_code
ATC:L04AA18	Everolimus	Drug_Code	drug_code
ATC:L04AA19	Gusperimus	Drug_Code	drug_code
ATC:L04AA21	Efalizumab	Drug_Code	drug_code
ATC:L04AA22	Abetimus	Drug_Code	drug_code
ATC:L04AA23	Natalizumab	Drug_Code	drug_code
ATC:L04AA24	Abatacept	Drug_Code	drug_code
ATC:L04AA25	Eculizumab	Drug_Code	drug_code
ATC:L04AA26	Belimumab	Drug_Code	drug_code
ATC:L04AA27	Fingolimod	Drug_Code	drug_code
ATC:L04AA28	Belatacept	Drug_Code	drug_code
ATC:L04AA29	Tofacitinib	Drug_Code	drug_code
ATC:L04AA31	Teriflunomide	Drug_Code	drug_code
ATC:L04AA32	Apremilast	Drug_Code	drug_code
ATC:L04AA33	Vedolizumab	Drug_Code	drug_code
ATC:L04AA34	Alemtuzumab	Drug_Code	drug_code
ATC:L04AA35	Begelomab	Drug_Code	drug_code
ATC:L04AB	Tumor necrosis factor alpha (TNF-?) inhibitors	Drug_Code	drug_code
ATC:L04AB01	Etanercept	Drug_Code	drug_code
ATC:L04AB02	Infliximab	Drug_Code	drug_code
ATC:L04AB03	Afelimomab	Drug_Code	drug_code
ATC:L04AB04	Adalimumab	Drug_Code	drug_code
ATC:L04AB05	Certolizumabpegol	Drug_Code	drug_code
ATC:L04AB06	Golimumab	Drug_Code	drug_code
ATC:L04AC	Interleukin inhibitors	Drug_Code	drug_code
ATC:L04AC01	Daclizumab	Drug_Code	drug_code
ATC:L04AC02	Basiliximab	Drug_Code	drug_code
ATC:L04AC03	Anakinra	Drug_Code	drug_code
ATC:L04AC04	Rilonacept	Drug_Code	drug_code
ATC:L04AC05	Ustekinumab	Drug_Code	drug_code
ATC:L04AC06	Mepolizumab	Drug_Code	drug_code
ATC:L04AC07	Tocilizumab	Drug_Code	drug_code
ATC:L04AC08	Canakinumab	Drug_Code	drug_code
ATC:L04AC09	Briakinumab	Drug_Code	drug_code
ATC:L04AC10	Secukinumab	Drug_Code	drug_code
ATC:L04AC11	Siltuximab	Drug_Code	drug_code
ATC:L04AC12	Brodalumab	Drug_Code	drug_code
ATC:L04AC13	Ixekizumab	Drug_Code	drug_code
ATC:L04AD	Calcineurin inhibitors	Drug_Code	drug_code
ATC:L04AD01	Ciclosporin	Drug_Code	drug_code
ATC:L04AD02	Tacrolimus	Drug_Code	drug_code
ATC:L04AD03	Voclosporin	Drug_Code	drug_code
ATC:L04AX	Other immunosuppressants	Drug_Code	drug_code
ATC:L04AX01	Azathioprine	Drug_Code	drug_code
ATC:L04AX02	Thalidomide	Drug_Code	drug_code
ATC:L04AX03	Methotrexate	Drug_Code	drug_code
ATC:L04AX04	Lenalidomide	Drug_Code	drug_code
ATC:L04AX05	Pirfenidone	Drug_Code	drug_code
ATC:L04AX06	Pomalidomide	Drug_Code	drug_code
ATC:M01	Anti-inflammatory and antirheumatic drugs	Drug_Code	drug_code
ATC:M01A	Anti-inflammatory and antirheumatic products, non-steroids	Drug_Code	drug_code
ATC:M01AA	Butylpyrazolidines	Drug_Code	drug_code
ATC:M01AA01	Phenylbutazone	Drug_Code	drug_code
ATC:M01AA02	Mofebutazone	Drug_Code	drug_code
ATC:M01AA03	Oxyphenbutazone	Drug_Code	drug_code
ATC:M01AA05	Clofezone	Drug_Code	drug_code
ATC:M01AA06	Kebuzone	Drug_Code	drug_code
ATC:M01AB	Aceticacidderivativesandrelatedsubstances	Drug_Code	drug_code
ATC:M01AB01	Indometacin	Drug_Code	drug_code
ATC:M01AB02	Sulindac	Drug_Code	drug_code
ATC:M01AB03	Tolmetin	Drug_Code	drug_code
ATC:M01AB04	Zomepirac	Drug_Code	drug_code
ATC:M01AB05	Diclofenac	Drug_Code	drug_code
ATC:M01AB06	Alclofenac	Drug_Code	drug_code
ATC:M01AB07	Bumadizone	Drug_Code	drug_code
ATC:M01AB08	Etodolac	Drug_Code	drug_code
ATC:M01AB09	Lonazolac	Drug_Code	drug_code
ATC:M01AB10	Fentiazac	Drug_Code	drug_code
ATC:M01AB11	Acemetacin	Drug_Code	drug_code
ATC:M01AB12	Difenpiramide	Drug_Code	drug_code
ATC:M01AB13	Oxametacin	Drug_Code	drug_code
ATC:M01AB14	Proglumetacin	Drug_Code	drug_code
ATC:M01AB15	Ketorolac	Drug_Code	drug_code
ATC:M01AB16	Aceclofenac	Drug_Code	drug_code
ATC:M01AB17	Bufexamac	Drug_Code	drug_code
ATC:M01AB51	Indometacin,combinations	Drug_Code	drug_code
ATC:M01AB55	Diclofenac,combinations	Drug_Code	drug_code
ATC:M01AC	Oxicams	Drug_Code	drug_code
ATC:M01AC01	Piroxicam	Drug_Code	drug_code
ATC:M01AC02	Tenoxicam	Drug_Code	drug_code
ATC:M01AC04	Droxicam	Drug_Code	drug_code
ATC:M01AC05	Lornoxicam	Drug_Code	drug_code
ATC:M01AC06	Meloxicam	Drug_Code	drug_code
ATC:M01AC56	Meloxicam,combinations	Drug_Code	drug_code
ATC:M01AE	Propionicacidderivatives	Drug_Code	drug_code
ATC:M01AE01	Ibuprofen	Drug_Code	drug_code
ATC:M01AE02	Naproxen	Drug_Code	drug_code
ATC:M01AE03	Ketoprofen	Drug_Code	drug_code
ATC:M01AE04	Fenoprofen	Drug_Code	drug_code
ATC:M01AE05	Fenbufen	Drug_Code	drug_code
ATC:M01AE06	Benoxaprofen	Drug_Code	drug_code
ATC:M01AE07	Suprofen	Drug_Code	drug_code
ATC:M01AE08	Pirprofen	Drug_Code	drug_code
ATC:M01AE09	Flurbiprofen	Drug_Code	drug_code
ATC:M01AE10	Indoprofen	Drug_Code	drug_code
ATC:M01AE11	Tiaprofenicacid	Drug_Code	drug_code
ATC:M01AE12	Oxaprozin	Drug_Code	drug_code
ATC:M01AE13	Ibuproxam	Drug_Code	drug_code
ATC:M01AE14	Dexibuprofen	Drug_Code	drug_code
ATC:M01AE15	Flunoxaprofen	Drug_Code	drug_code
ATC:M01AE16	Alminoprofen	Drug_Code	drug_code
ATC:M01AE17	Dexketoprofen	Drug_Code	drug_code
ATC:M01AE18	Naproxcinod	Drug_Code	drug_code
ATC:M01AE51	Ibuprofen,combinations	Drug_Code	drug_code
ATC:M01AE52	Naproxenandesomeprazole	Drug_Code	drug_code
ATC:M01AE53	Ketoprofen,combinations	Drug_Code	drug_code
ATC:M01AE56	Naproxenandmisoprostol	Drug_Code	drug_code
ATC:M01AG	FenamateDrugs	Drug_Code	drug_code
ATC:M01AG01	Mefenamicacid	Drug_Code	drug_code
ATC:M01AG02	Tolfenamicacid	Drug_Code	drug_code
ATC:M01AG03	Flufenamicacid	Drug_Code	drug_code
ATC:M01AG04	Meclofenamicacid	Drug_Code	drug_code
ATC:M01AH	Coxibs	Drug_Code	drug_code
ATC:M01AH01	Celecoxib	Drug_Code	drug_code
ATC:M01AH02	Rofecoxib	Drug_Code	drug_code
ATC:M01AH03	Valdecoxib	Drug_Code	drug_code
ATC:M01AH04	Parecoxib	Drug_Code	drug_code
ATC:M01AH05	Etoricoxib	Drug_Code	drug_code
ATC:M01AH06	Lumiracoxib	Drug_Code	drug_code
ATC:M01AX	Otheranti-inflammatoryandantirheumaticagents,non-steroids	Drug_Code	drug_code
ATC:M01AX01	Nabumetone	Drug_Code	drug_code
ATC:M01AX02	Niflumicacid	Drug_Code	drug_code
ATC:M01AX04	Azapropazone	Drug_Code	drug_code
ATC:M01AX05	Glucosamine	Drug_Code	drug_code
ATC:M01AX07	Benzydamine	Drug_Code	drug_code
ATC:M01AX12	Glucosaminoglycanpolysulfate	Drug_Code	drug_code
ATC:M01AX13	Proquazone	Drug_Code	drug_code
ATC:M01AX14	Orgotein	Drug_Code	drug_code
ATC:M01AX17	Nimesulide	Drug_Code	drug_code
ATC:M01AX18	Feprazone	Drug_Code	drug_code
ATC:M01AX21	Diacerein	Drug_Code	drug_code
ATC:M01AX22	Morniflumate	Drug_Code	drug_code
ATC:M01AX23	Tenidap	Drug_Code	drug_code
ATC:M01AX24	Oxaceprol	Drug_Code	drug_code
ATC:M01AX25	Chondroitinsulfate	Drug_Code	drug_code
ATC:M01AX26	Avocadoandsoyabeanoil,unsaponifiables	Drug_Code	drug_code
ATC:M01AX68	Feprazone,combinations	Drug_Code	drug_code
ATC:M01B	Anti-inflammatory/antirheumatic agents in combination	Drug_Code	drug_code
ATC:M01BA	Anti-inflammatory/antirheumaticagentsincombinationwithcorticosteroids	Drug_Code	drug_code
ATC:M01BA01	Phenylbutazoneandcorticosteroids	Drug_Code	drug_code
ATC:M01BA02	Dipyrocetylandcorticosteroids	Drug_Code	drug_code
ATC:M01BA03	Acetylsalicylicacidandcorticosteroids	Drug_Code	drug_code
ATC:M01C	Specific antirheumatic agents	Drug_Code	drug_code
ATC:M01CA	Quinolines	Drug_Code	drug_code
ATC:M01CA03	Oxycinchophen	Drug_Code	drug_code
ATC:M01CB	Goldpreparations	Drug_Code	drug_code
ATC:M01CB01	Sodiumaurothiomalate	Drug_Code	drug_code
ATC:M01CB02	Sodiumaurothiosulfate	Drug_Code	drug_code
ATC:M01CB03	Auranofin	Drug_Code	drug_code
ATC:M01CB04	Aurothioglucose	Drug_Code	drug_code
ATC:M01CB05	Aurotioprol	Drug_Code	drug_code
ATC:M01CC	Penicillamineandsimilaragents	Drug_Code	drug_code
ATC:M01CC01	Penicillamine	Drug_Code	drug_code
ATC:M01CC02	Bucillamine	Drug_Code	drug_code
ATC:M01CX	Otherspecificantirheumaticagents	Drug_Code	drug_code
ATC:M02	Topical products for joint and muscular pain	Drug_Code	drug_code
ATC:M02A	Topical products for joint and muscular pain	Drug_Code	drug_code
ATC:M02AA	Anti-inflammatorypreparations,non-steroidsfortopicaluse	Drug_Code	drug_code
ATC:M02AA01	Phenylbutazone	Drug_Code	drug_code
ATC:M02AA02	Mofebutazone	Drug_Code	drug_code
ATC:M02AA03	Clofezone	Drug_Code	drug_code
ATC:M02AA04	Oxyphenbutazone	Drug_Code	drug_code
ATC:M02AA05	Benzydamine	Drug_Code	drug_code
ATC:M02AA06	Etofenamate	Drug_Code	drug_code
ATC:M02AA07	Piroxicam	Drug_Code	drug_code
ATC:M02AA08	Felbinac	Drug_Code	drug_code
ATC:M02AA09	Bufexamac	Drug_Code	drug_code
ATC:M02AA10	Ketoprofen	Drug_Code	drug_code
ATC:M02AA11	Bendazac	Drug_Code	drug_code
ATC:M02AA12	Naproxen	Drug_Code	drug_code
ATC:M02AA13	Ibuprofen	Drug_Code	drug_code
ATC:M02AA14	Fentiazac	Drug_Code	drug_code
ATC:M02AA15	Diclofenac	Drug_Code	drug_code
ATC:M02AA16	Feprazone	Drug_Code	drug_code
ATC:M02AA17	Niflumicacid	Drug_Code	drug_code
ATC:M02AA18	Meclofenamicacid	Drug_Code	drug_code
ATC:M02AA19	Flurbiprofen	Drug_Code	drug_code
ATC:M02AA21	Tolmetin	Drug_Code	drug_code
ATC:M02AA22	Suxibuzone	Drug_Code	drug_code
ATC:M02AA23	Indometacin	Drug_Code	drug_code
ATC:M02AA24	Nifenazone	Drug_Code	drug_code
ATC:M02AA25	Aceclofenac	Drug_Code	drug_code
ATC:M02AA26	Nimesulide	Drug_Code	drug_code
ATC:M02AA27	Dexketoprofen	Drug_Code	drug_code
ATC:M02AB	Capsaicinandsimilaragents	Drug_Code	drug_code
ATC:M02AB01	Capsaicin	Drug_Code	drug_code
ATC:M02AB02	Zucapsaicin	Drug_Code	drug_code
ATC:M02AC	Preparationswithsalicylicacidderivatives	Drug_Code	drug_code
ATC:M02AX	Othertopicalproductsforjointandmuscularpain	Drug_Code	drug_code
ATC:M02AX02	Tolazoline	Drug_Code	drug_code
ATC:M02AX03	Dimethylsulfoxide	Drug_Code	drug_code
ATC:M02AX05	Idrocilamide	Drug_Code	drug_code
ATC:M02AX06	Tolperisone	Drug_Code	drug_code
